name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,price_bin,price_per_day,is_premium,price_log
Amsterdam sweethome - Clean Quiet Safe,4013546,Noord-Oost,52.40164,4.95106,Private Room,72.0,3,343,2024-10-20,2.23,2,9,14,255.0,$51-100,7.2,False,4.290459441148391
Amazing Canal Loft,3678216,Westerpark,52.38855,4.88521,Entire Home,294.0,3,84,2025-06-12,0.59,1,318,1,20.0,$201-500,0.9216300940438872,False,5.68697535633982
"Room, brandnew luxurious houseboat",3877342,Westerpark,52.37824,4.86826,Private Room,122.0,2,403,2025-05-11,2.74,3,0,27,52.0,$101 -200,122.0,False,4.812184355372417
Lovely Amsterdam Houseboat,4068486,Zuid,52.34091,4.84802,Entire Home,223.0,3,10,2019-01-02,0.09,1,0,0,2373.0,$201-500,223.0,False,5.4116460518550396
City Centre Room. En-suite Shower. Roof Terrace.,2313061,Centrum-West,52.37594,4.88387,Private Room,130.0,1,879,2025-06-02,6.9,2,221,97,30.0,$101 -200,0.5855855855855856,False,4.875197323201151
Nice and Cozy Room Offered in Amsterdam,195859,Slotervaart,52.34985,4.83578,Private Room,70.0,2,366,2025-06-02,2.47,2,310,49,30.0,$51-100,0.22508038585209003,False,4.2626798770413155
the Boathouse bed&bike A'dam centre,4091515,Centrum-Oost,52.37026,4.89931,Private Room,223.0,2,550,2025-06-02,3.59,1,355,45,30.0,$201-500,0.6264044943820225,False,5.4116460518550396
Beautiful apartment in city centre,4117326,Centrum-Oost,52.36855,4.90766,Entire Home,223.0,2,36,2023-09-19,0.25,1,0,0,652.0,$201-500,223.0,False,5.4116460518550396
Beautiful apt in city center for FAMILIES ONLY,4125951,Centrum-West,52.37156697,4.89051728,Entire Home,499.0,3,65,2025-04-26,0.43,1,48,5,67.0,$201-500,10.183673469387756,True,6.214608098422191
Romantic Houseboat in the center,4184910,Centrum-Oost,52.36863707,4.899095646,Private Room,223.0,1,440,2025-05-24,2.93,1,278,47,39.0,$201-500,0.7992831541218638,False,5.4116460518550396
Spacious house in Helmersdistrict for families,3732811,De Baarsjes - Oud-West,52.36087,4.87017,Entire Home,223.0,3,15,2019-07-28,0.12,1,0,0,2166.0,$201-500,223.0,False,5.4116460518550396
mediterranean ambiance appartment,4215174,De Baarsjes - Oud-West,52.36884,4.86127,Entire Home,117.0,4,18,2020-02-18,0.12,1,108,0,1961.0,$101 -200,1.073394495412844,False,4.770684624465665
Charlie + Coco's Apartment,1657181,De Pijp - Rivierenbuurt,52.35205,4.90267,Entire Home,223.0,3,105,2025-03-05,0.72,1,0,5,119.0,$201-500,223.0,False,5.4116460518550396
Sleeping in a unique ship in the center of A'dam!,4221960,Centrum-Oost,52.36476,4.90925,Private Room,147.0,1,1426,2025-06-15,9.33,1,185,140,17.0,$101 -200,0.7903225806451613,False,4.997212273764115
Sunny & Bright 3 bed apt with Roof terrace,4239235,De Pijp - Rivierenbuurt,52.34725,4.89341,Entire Home,223.0,5,20,2025-04-27,0.13,1,4,2,66.0,$201-500,44.6,False,5.4116460518550396
Old South Lovely Garden Apartment,4290554,Zuid,52.35323,4.85421,Entire Home,223.0,7,83,2025-03-29,0.56,1,2,4,95.0,$201-500,74.33333333333333,False,5.4116460518550396
Modern apt with canal and park view,4294992,De Baarsjes - Oud-West,52.37216,4.87172,Entire Home,223.0,3,42,2023-11-30,0.28,1,0,0,580.0,$201-500,223.0,False,5.4116460518550396
Simple central canal appt.With garden.,4297337,Centrum-Oost,52.36123,4.89619,Entire Home,144.0,6,43,2025-05-08,0.3,1,116,13,55.0,$101 -200,1.2307692307692308,False,4.976733742420574
Very charming home and lush garden!,4346522,De Baarsjes - Oud-West,52.36905,4.86251,Entire Home,223.0,5,25,2024-08-31,0.18,1,0,1,305.0,$201-500,223.0,False,5.4116460518550396
Studio Mondriaan Amsterdam,4364462,Centrum-Oost,52.37272,4.90418,Private Room,123.0,3,414,2025-05-19,2.73,1,70,33,44.0,$101 -200,1.732394366197183,False,4.820281565605037
Occasional availability Centre Apt,3054367,Centrum-Oost,52.36899,4.91607,Entire Home,389.0,4,24,2025-05-11,0.16,1,7,2,52.0,$201-500,48.625,True,5.966146739123692
Amsterdam OLD SOUTH 2,3601944,Zuid,52.35309,4.87353,Entire Home,223.0,7,27,2025-01-06,0.22,3,0,2,177.0,$201-500,223.0,False,5.4116460518550396
Very cosy apt at top location,551716,De Pijp - Rivierenbuurt,52.35332,4.88739,Entire Home,223.0,1,23,2024-08-27,0.15,1,0,1,309.0,$201-500,223.0,False,5.4116460518550396
Lovely apartment @Vondelpark for families,4663170,De Baarsjes - Oud-West,52.3607,4.85991,Entire Home,340.0,5,57,2024-08-10,0.38,2,175,3,326.0,$201-500,1.9318181818181819,False,5.831882477283517
HOUSEBOAT NOVA 80m2 + FREE BIKES,4443833,Zuid,52.34025,4.8466,Entire Home,156.0,1,1105,2025-06-06,7.29,2,156,85,26.0,$101 -200,0.9936305732484076,False,5.056245805348308
Perfect location bright cosy appt!,4398387,De Pijp - Rivierenbuurt,52.35327,4.88703,Entire Home,223.0,30,70,2018-04-07,0.46,1,0,0,2643.0,$201-500,223.0,False,5.4116460518550396
Fancy apartment heart of Amsterdam,4520552,Centrum-West,52.38139,4.88541,Entire Home,280.0,90,83,2023-07-27,0.55,1,276,0,706.0,$201-500,1.0108303249097472,False,5.638354669333745
Sunny apartment Amsterdam Zuid behind Museumsquare,4543444,Zuid,52.35584,4.87401,Private Room,157.0,4,275,2025-06-15,2.42,1,191,44,17.0,$101 -200,0.8177083333333334,False,5.062595033026967
Tranquil wooden house with free parking,4574185,Noord-West,52.41190338,4.908010006,Private Room,110.0,2,19,2025-05-25,0.13,2,98,14,38.0,$101 -200,1.1111111111111112,False,4.709530201312334
Bright apt in center with canal view and king bed!,4592706,De Baarsjes - Oud-West,52.3719,4.86534,Entire Home,223.0,4,35,2019-08-09,0.24,1,0,0,2154.0,$201-500,223.0,False,5.4116460518550396
The Weavery Boutique Bed&Breakfast2,4614541,Centrum-Oost,52.361362,4.890488,Private Room,195.0,2,81,2025-05-31,0.75,2,274,4,32.0,$101 -200,0.7090909090909091,False,5.278114659230517
The Weavery Boutique Bed&Breakfast1,4614541,Centrum-Oost,52.36136246,4.890488148,Private Room,252.0,2,81,2025-05-31,0.55,2,284,8,32.0,$201-500,0.8842105263157894,False,5.53338948872752
Spacious room with private bathroom,3332206,De Pijp - Rivierenbuurt,52.3418,4.91066,Private Room,107.0,5,613,2025-06-11,4.07,1,253,18,21.0,$101 -200,0.421259842519685,False,4.68213122712422
"Bed & Boat, apartment on houseboat. Free Parking.",4684314,De Aker - Nieuw Sloten,52.343079,4.788886,Private Room,223.0,2,619,2025-06-10,4.11,1,171,41,22.0,$201-500,1.2965116279069768,False,5.4116460518550396
Lux 2-bed aprt + 2 bath + 2 terrace,4724613,Zuid,52.35637,4.85373,Entire Home,425.0,2,58,2025-05-18,0.39,1,169,6,45.0,$201-500,2.5,True,6.054439346269371
Houseboat in central Amsterdam,4773348,Westerpark,52.37342,4.8693,Entire Home,340.0,1,49,2025-05-18,0.33,1,167,7,45.0,$201-500,2.0238095238095237,False,5.831882477283517
Trendy apartment in Oud-West,4817958,De Baarsjes - Oud-West,52.36997596,4.856519718,Entire Home,102.0,3,100,2025-05-30,0.68,1,3,6,33.0,$101 -200,25.5,False,4.634728988229636
A cosy Bed and Breakfast in A'dam.,488009,Buitenveldert - Zuidas,52.33229,4.87431,Private Room,89.0,2,429,2025-05-31,2.9,2,346,22,32.0,$51-100,0.2564841498559078,False,4.499809670330265
Big central Jordaan apt + rooftop!,4917532,Centrum-West,52.379,4.87909,Entire Home,223.0,3,88,2025-04-29,0.6,1,5,12,64.0,$201-500,37.166666666666664,False,5.4116460518550396
Spacious family house in city centre,4937229,Zuid,52.35864,4.87632,Entire Home,223.0,5,72,2025-01-03,0.48,1,0,3,180.0,$201-500,223.0,False,5.4116460518550396
Tranquil wooden house with free parking,4574185,Noord-West,52.41190338,4.908010006,Private Room,123.0,2,25,2025-05-28,0.17,2,199,22,35.0,$101 -200,0.615,False,4.820281565605037
Houseboat: Our little paradise in Amsterdam,4281750,Zuid,52.3395,4.84898,Entire Home,127.0,2,500,2025-06-09,3.44,1,168,57,23.0,$101 -200,0.7514792899408284,False,4.852030263919617
Ecoluxe accommodation 'The Green Tunnel',5033331,IJburg - Zeeburgereiland,52.356197,4.991435,Private Room,267.0,3,173,2025-05-30,1.28,1,51,40,33.0,$201-500,5.134615384615385,False,5.5909869805108565
"Sailing ship LOTUS, unique group accommodation",5037506,Oud-Noord,52.4016,4.89785,Private Room,668.0,2,163,2025-04-01,1.1,2,0,4,92.0,$500+,668.0,True,6.505784060128229
The A'dam experience! Spacious Loft,5062046,De Baarsjes - Oud-West,52.3624,4.86575,Entire Home,223.0,3,91,2025-05-04,0.61,1,0,9,59.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment near lively neighborhood Jordaan,5102632,Westerpark,52.37991,4.87414,Entire Home,99.0,3,483,2025-06-08,3.25,1,122,35,24.0,$51-100,0.8048780487804879,False,4.605170185988092
"Boutique room style ,room in quiet neighborhood",5134833,Osdorp,52.35595,4.79661,Private Room,100.0,2,350,2025-06-02,2.44,1,18,44,30.0,$51-100,5.2631578947368425,False,4.61512051684126
"Great house,Perfect place, S-Garden",5162447,Watergraafsmeer,52.35149,4.92265,Entire Home,128.0,4,63,2025-01-01,0.42,1,174,5,182.0,$101 -200,0.7314285714285714,False,4.859812404361672
"Clean studio, 2e floor, no elevator, in suburb!",5183517,Bijlmer-Centrum,52.32019,4.95501,Private Room,84.0,1,178,2025-06-09,1.4,2,206,66,23.0,$51-100,0.4057971014492754,False,4.442651256490317
"Private studio near Ziggo Dome & Arena, in suburb",5183517,Bijlmer-Centrum,52.32019,4.95501,Private Room,92.0,2,222,2025-06-01,1.64,2,80,40,31.0,$51-100,1.1358024691358024,False,4.532599493153256
"Modern, spacious designer house",4794187,IJburg - Zeeburgereiland,52.3608455,4.980601131,Entire Home,276.0,3,29,2024-08-18,0.21,1,287,3,318.0,$201-500,0.9583333333333334,False,5.6240175061873385
"All private, city center @ homestay Wendie",538659,Centrum-West,52.36561,4.88492,Private Room,172.0,4,525,2025-05-20,3.56,1,63,26,43.0,$101 -200,2.6875,False,5.153291594497779
"Space, glass floors & roof terrace",2633774,De Pijp - Rivierenbuurt,52.35531,4.90333,Entire Home,355.0,5,36,2024-06-29,0.24,1,167,1,368.0,$201-500,2.113095238095238,False,5.87493073085203
Living in a houseboat on the water,5297940,Zuid,52.34176,4.84782,Private Room,95.0,2,266,2025-06-16,1.85,1,234,25,16.0,$51-100,0.40425531914893614,False,4.564348191467836
Private Garden room,4073717,Zuid,52.35049,4.84686,Private Room,223.0,3,141,2025-06-01,1.64,2,0,24,31.0,$201-500,223.0,False,5.4116460518550396
Lovely Room in nice apartment,3879155,De Baarsjes - Oud-West,52.37225,4.86262,Private Room,223.0,3,264,2024-03-03,1.79,1,0,0,486.0,$201-500,223.0,False,5.4116460518550396
Travel and sleep like a local 75m2,3205205,De Pijp - Rivierenbuurt,52.35082,4.8877,Entire Home,223.0,3,34,2023-06-07,0.23,2,0,0,756.0,$201-500,223.0,False,5.4116460518550396
Waterfront B&B,4415881,Westerpark,52.381615,4.877059,Private Room,85.0,3,477,2025-06-02,3.5,1,0,35,30.0,$51-100,85.0,False,4.454347296253507
Ultimate location at inner city Amsterdam,5489703,Centrum-Oost,52.3643,4.89533,Entire Home,223.0,2,93,2024-04-21,0.7,1,0,0,437.0,$201-500,223.0,False,5.4116460518550396
"Nice,new app. nearby Center/Jordaan",5527871,Westerpark,52.37367,4.87394,Entire Home,223.0,3,52,2025-06-14,0.35,1,0,5,18.0,$201-500,223.0,False,5.4116460518550396
Beautiful apartment in centre,5530981,Oud-Oost,52.35781,4.91027,Entire Home,150.0,10,45,2017-11-05,0.3,1,171,0,2796.0,$101 -200,0.872093023255814,False,5.017279836814924
Luxury BedonBoard on Beautiful Houseboat Amsterdam,3523553,Westerpark,52.37998,4.86959,Private Room,127.0,3,191,2025-06-15,1.62,3,273,19,17.0,$101 -200,0.4635036496350365,False,4.852030263919617
A'dam West - room with double bed,4443157,Slotervaart,52.36369,4.83861,Private Room,85.0,2,660,2024-06-13,4.43,1,0,0,384.0,$51-100,85.0,False,4.454347296253507
Canal app. 80m² Museum+shop area,4473576,Centrum-Oost,52.36181,4.88783,Private Room,223.0,3,41,2019-11-24,0.28,2,0,0,2047.0,$201-500,223.0,False,5.4116460518550396
Cosy studio on Houseboat with roof terrace!,125667,De Pijp - Rivierenbuurt,52.35099,4.886627,Private Room,223.0,1,354,2025-05-08,2.6,2,222,33,55.0,$201-500,1.0,False,5.4116460518550396
central canal apartment,5617295,Centrum-West,52.37811,4.89196,Entire Home,223.0,4,43,2025-04-21,0.29,1,5,5,72.0,$201-500,37.166666666666664,False,5.4116460518550396
Big and stylish family-home with garden.,5622526,Slotervaart,52.35166,4.83893,Entire Home,289.0,7,12,2024-08-18,0.11,1,76,2,318.0,$201-500,3.7532467532467533,False,5.66988092298052
"Houseboat,Centre,Garden, Breakfast, Cheap parking",5646154,Oud-Noord,52.38355,4.90951,Private Room,151.0,2,819,2025-06-04,5.51,2,183,51,28.0,$101 -200,0.8206521739130435,False,5.0238805208462765
Two layer apartment (118m2) with roof terrace,5711109,De Baarsjes - Oud-West,52.36926,4.86997,Entire Home,223.0,4,16,2019-04-01,0.11,1,0,0,2284.0,$201-500,223.0,False,5.4116460518550396
Big trendy family loft in city center Amsterdam,5714947,Centrum-West,52.38793182,4.88492918,Entire Home,808.0,3,57,2024-07-08,0.4,1,351,3,359.0,$500+,2.2954545454545454,True,6.695798917058491
Museum square - light apartment - rooftop terrace,5732915,Zuid,52.3543,4.88103,Entire Home,223.0,4,54,2022-07-21,0.37,1,0,0,1077.0,$201-500,223.0,False,5.4116460518550396
Amsterdam East,5745029,Oostelijk Havengebied - Indische Buurt,52.35974,4.94089,Entire Home,223.0,5,17,2020-02-15,0.12,1,0,0,1964.0,$201-500,223.0,False,5.4116460518550396
"Center, 2 storey cornerhouse, 4 BR, Canalview!",5750100,Centrum-Oost,52.36377,4.91788,Entire Home,795.0,3,51,2025-05-22,0.35,1,357,8,41.0,$500+,2.2206703910614527,True,6.679599185844383
Charming Private Studio Westerpark,5750107,Westerpark,52.38912,4.87907,Entire Home,119.0,1,307,2025-05-18,2.09,1,168,7,45.0,$101 -200,0.7041420118343196,False,4.787491742782046
Big family house with garden!,2976877,Oud-Oost,52.36227,4.92893,Entire Home,302.0,4,32,2025-04-25,0.22,1,14,3,68.0,$201-500,20.133333333333333,False,5.713732805509369
Lovely bright room with balcony and beatiful view!,1899420,Zuid,52.34746,4.87559,Private Room,81.0,1,617,2025-05-26,4.19,2,135,37,37.0,$51-100,0.5955882352941176,False,4.406719247264253
House along the water in Amsterdam,5878526,IJburg - Zeeburgereiland,52.36064,4.97643,Entire Home,180.0,6,98,2025-06-10,0.66,1,265,7,22.0,$101 -200,0.6766917293233082,False,5.198497031265826
Amstel Fab Apart Centre Quiet near Amstel Hotel,5893654,Oud-Oost,52.35764,4.9067,Entire Home,164.0,3,507,2025-05-31,3.43,1,26,52,32.0,$101 -200,6.074074074074074,False,5.10594547390058
Spacious&Light apt. + sunny balcony @ lively area!,2816647,Bos en Lommer,52.37839,4.84853,Entire Home,223.0,2,98,2025-02-10,0.67,1,0,3,142.0,$201-500,223.0,False,5.4116460518550396
Dahli's Sleep Boutique - Streetview,3899684,Centrum-Oost,52.36256,4.89809,Private Room,175.0,3,54,2025-06-06,0.41,3,273,6,26.0,$101 -200,0.6386861313868614,False,5.170483995038151
Dahli's Sleep Boutique - Gardenview,3899684,Centrum-Oost,52.36218,4.89768,Private Room,167.0,3,31,2025-03-13,0.24,3,277,3,111.0,$101 -200,0.6007194244604317,False,5.123963979403259
sunny artistic attic with terrace,126790,De Baarsjes - Oud-West,52.36688,4.87684,Entire Home,223.0,2,77,2025-03-12,0.52,1,3,3,112.0,$201-500,55.75,False,5.4116460518550396
Bright in the centre of Amsterdam,6057160,Centrum-Oost,52.36474,4.90273,Entire Home,240.0,3,113,2024-12-26,0.77,1,8,5,188.0,$201-500,26.666666666666668,False,5.484796933490655
Houseboat Neeltje unique experience,6063077,Centrum-Oost,52.37309,4.90845,Private Room,180.0,2,496,2025-06-14,3.37,1,272,39,18.0,$101 -200,0.6593406593406593,False,5.198497031265826
Lovely House for families/couples. Bikes available,6072512,Watergraafsmeer,52.35381317,4.941221237,Entire Home,250.0,3,17,2025-04-15,0.12,1,23,2,78.0,$201-500,10.416666666666666,False,5.5254529391317835
Great spacious apartment (De Pijp),6113063,De Pijp - Rivierenbuurt,52.35174,4.89701,Entire Home,223.0,5,12,2020-01-03,0.1,1,0,0,2007.0,$201-500,223.0,False,5.4116460518550396
"Deluxe Room, Whirlpool, Center, Qpark nearby",6127483,Bos en Lommer,52.37871,4.84688,Private Room,80.0,1,387,2025-05-19,2.63,3,58,18,44.0,$51-100,1.3559322033898304,False,4.394449154672439
XL luxurious houseboat on hot spot,6211092,Westerpark,52.39054,4.88886,Entire Home,546.0,3,45,2025-06-03,0.31,1,226,8,29.0,$500+,2.405286343612335,True,6.304448802421981
Middle of Amsterdam,6225272,Centrum-West,52.37182,4.87565,Entire Home,223.0,3,18,2024-10-27,0.17,1,0,1,248.0,$201-500,223.0,False,5.4116460518550396
Stylish apartment close to major museums,6101182,Zuid,52.3537,4.88632,Entire Home,223.0,5,28,2025-04-29,0.27,1,0,3,64.0,$201-500,223.0,False,5.4116460518550396
Stylish Trendy Room Whirlpool Q park nearby,6127483,Bos en Lommer,52.37802,4.84513,Private Room,80.0,1,375,2025-05-10,2.57,3,236,23,53.0,$51-100,0.33755274261603374,False,4.394449154672439
Light and spacious in residential area in center,2480643,Centrum-Oost,52.37039,4.9223,Entire Home,180.0,2,99,2025-05-19,0.68,1,179,2,44.0,$101 -200,1.0,False,5.198497031265826
B&B Calypso Amsterdam,6300541,Bijlmer-Centrum,52.31774,4.94647,Private Room,158.0,1,782,2025-06-15,5.55,1,231,99,17.0,$101 -200,0.6810344827586207,False,5.0689042022202315
Cosy city apartment,6302268,Bos en Lommer,52.38231,4.84866,Entire Home,223.0,3,74,2020-03-09,0.5,1,0,0,1941.0,$201-500,223.0,False,5.4116460518550396
Quietness and the city life,6299692,De Pijp - Rivierenbuurt,52.34227,4.91217,Entire Home,150.0,7,68,2024-10-06,0.47,1,222,4,269.0,$101 -200,0.672645739910314,False,5.017279836814924
Sunny Central Flat Overlooking Amsterdam Canal,6250938,De Baarsjes - Oud-West,52.371,4.87158,Entire Home,224.0,3,27,2016-10-25,0.19,1,179,0,3172.0,$201-500,1.2444444444444445,False,5.41610040220442
"4BR town house, quiet and extremely central",506601,Centrum-Oost,52.36251,4.88962,Entire Home,799.0,4,30,2024-09-07,0.21,1,72,3,298.0,$500+,10.945205479452055,True,6.684611727667927
Great new appartment in hip part of Amsterdam!,6368949,Oud-Oost,52.35823,4.92035,Entire Home,349.0,4,18,2024-01-01,0.13,1,102,0,548.0,$201-500,3.3883495145631066,False,5.857933154483459
Cosy stylish apartment in De Pijp,6428213,De Pijp - Rivierenbuurt,52.35043,4.90079,Entire Home,147.0,6,49,2025-05-20,0.34,1,135,4,43.0,$101 -200,1.0808823529411764,False,4.997212273764115
Family home 120 m2 A’dam - garden!,3136773,Oud-Noord,52.39259,4.91565,Entire Home,223.0,3,14,2025-05-03,0.3,1,0,4,60.0,$201-500,223.0,False,5.4116460518550396
Quiet room in centre-east w/balcony,6469558,Oud-Oost,52.3589,4.91307,Entire Home,223.0,2,136,2025-06-09,0.93,1,1,8,23.0,$201-500,111.5,False,5.4116460518550396
Beautiful family home (150m2) & great terrace,6506010,Zuid,52.35372,4.85028,Entire Home,463.0,10,16,2016-05-07,0.11,1,177,0,3343.0,$201-500,2.601123595505618,True,6.139884552226255
Luxurious family canal house in Central Amsterdam,6534317,De Baarsjes - Oud-West,52.36501,4.87918,Entire Home,550.0,2,52,2025-02-18,0.36,1,26,6,134.0,$500+,20.37037037037037,True,6.311734809152915
Charming Apartment -Own courtyard,6536417,Oud-Noord,52.38827,4.94617,Entire Home,180.0,2,611,2025-06-11,4.24,1,204,90,21.0,$101 -200,0.8780487804878049,False,5.198497031265826
Great central apartment museum area,6564574,De Baarsjes - Oud-West,52.36268,4.87346,Entire Home,223.0,2,69,2024-08-17,0.47,1,0,5,319.0,$201-500,223.0,False,5.4116460518550396
15 min to the center of Amsterdam,6565457,Oostelijk Havengebied - Indische Buurt,52.3639,4.93817,Entire Home,223.0,2,22,2019-10-13,0.18,1,0,0,2089.0,$201-500,223.0,False,5.4116460518550396
The Green Loft in Amsterdam,6673715,De Baarsjes - Oud-West,52.367088,4.863511,Private Room,191.0,2,574,2025-06-01,3.93,1,292,47,31.0,$101 -200,0.6518771331058021,False,5.2574953720277815
Spacious house garden walk through park to centre,6449836,De Baarsjes - Oud-West,52.35936,4.86001,Entire Home,400.0,6,63,2025-06-14,0.43,1,177,6,18.0,$201-500,2.247191011235955,True,5.993961427306569
Spacious family house,2311301,Zuid,52.3551331,4.879653036,Entire Home,360.0,5,7,2025-02-23,0.31,1,50,5,129.0,$201-500,7.0588235294117645,False,5.8888779583328805
Leidse Square 5 star Luxury-apartment,6739792,Centrum-West,52.36646,4.88235,Entire Home,627.0,1,396,2025-06-13,2.71,1,206,59,19.0,$500+,3.028985507246377,True,6.4425401664681985
"LAST MINUTELuxury 1918 Home - jacuzzi, near center",6739095,Oud-Noord,52.39238,4.92899,Entire Home,302.0,2,49,2025-01-02,0.36,1,14,4,181.0,$201-500,20.133333333333333,False,5.713732805509369
